"","Hit Time","HitTimestamp","FrameboardID","RoomID","RoomSection","NodeName","ga:eventValue.x","name","UserID","ga:eventAction","ga:eventLabel","ga:eventValue.y"
"1","1450109677293","2015-12-14 10:14:37.293","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","-","1","DeliverableDetails-DeliverableName","5592e34ce4b0e90ca4787b54","mouseenter","Workflow Summary","1"
"2","1450109677444","2015-12-14 10:14:37.444","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"3","1450109677581","2015-12-14 10:14:37.581","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"4","1450109678735","2015-12-14 10:14:38.735","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","Activities-0-DeliverableDetails-TaskBackground","1","DeliverableDetails-DeliverableName","5592e34ce4b0e90ca4787b54","mouseenter","Workflow Summary","1"
"5","1450109678926","2015-12-14 10:14:38.926","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","Activities-0-DeliverableDetails-TaskBackground","1","DeliverableDetails-DeliverableName","5592e34ce4b0e90ca4787b54","mouseenter","Workflow Summary","1"
"6","1450109679198","2015-12-14 10:14:39.198","5638e806e4b0f9745f53cc82","5638e806e4b0f9745f53cc85","DeliverableDetails","Activities-0-DeliverableDetails-TaskBackground","1","DeliverableDetails-DeliverableName","5592e34ce4b0e90ca4787b54","mouseenter","Workflow Summary","1"
"7","1450110751261","2015-12-14 10:32:31.261","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverables","1"
"8","1450110751658","2015-12-14 10:32:31.658","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Deliverables","1"
"9","1450110751939","2015-12-14 10:32:31.939","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 1: Workflow Summary","1"
"10","1450110751974","2015-12-14 10:32:31.974","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Notebook Sections","1"
"11","1450110752060","2015-12-14 10:32:32.60","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 2: Entrance Interview Record","1"
"12","1450110752863","2015-12-14 10:32:32.863","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 3: Favorite Color","1"
"13","1450110753074","2015-12-14 10:32:33.74","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Deliverable 3: Favorite Color","1"
"14","1450110756039","2015-12-14 10:32:36.39","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","DeliverableDetails-AbsentInstructions","5592e34ce4b0e90ca4787b54","mouseenter","Enter text","1"
"15","1450110757514","2015-12-14 10:32:37.514","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Notebook Sections","1"
"16","1450110757933","2015-12-14 10:32:37.933","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Notebook Sections","1"
"17","1450110758400","2015-12-14 10:32:38.400","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","NotebookSections","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Assessment","1"
"18","1450110758786","2015-12-14 10:32:38.786","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","NotebookSections","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Assessment","1"
"19","1450110760243","2015-12-14 10:32:40.243","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Notebook Sections","1"
"20","1450110760294","2015-12-14 10:32:40.294","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable Details","1"
"21","1450110760618","2015-12-14 10:32:40.618","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Deliverable Details","1"
"22","1450110773742","2015-12-14 10:32:53.742","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Enter text","1"
"23","1450110773914","2015-12-14 10:32:53.914","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","Activities-0-DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"24","1450110774167","2015-12-14 10:32:54.167","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","Activities-0-DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"25","1450110774200","2015-12-14 10:32:54.200","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","Activities-0-DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"26","1450110774251","2015-12-14 10:32:54.251","5665f47de4b0d092a596d572","5665f47ee4b0d092a596d575","DeliverableDetails","-","1","active.room.EmailTexts.InviteEmail.Title","5592e34ce4b0e90ca4787b54","mouseenter","Entrance Interview and Workflow Tutorial","1"
"27","1450110900907","2015-12-14 10:35:00.907","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Welcome to Regional Design Associates. My name is Maggie Wilkins, and I am Regional Design Associate’s community facilitator for the project you'll be working on. I'm in charge of communications between the firm and the community, and I will oversee your work as an intern. You'll be working on a team of interns, and your team will be assigned an RDA planning consultant. Your team members are: TEAMMATES. Together, you will help our firm create a new zoning plan for the city of Lowell, Massachusetts. At the end of your internship, I will compile your work and submit final zoning recommendations to Curt, the CEO of RDA.","1"
"28","1450110900929","2015-12-14 10:35:00.929","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 3: Favorite Color","1"
"29","1450110900946","2015-12-14 10:35:00.946","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Email Texts","1"
"30","1450110901061","2015-12-14 10:35:01.61","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","div.sidebarLink.sidebarIcon","5592e34ce4b0e90ca4787b54","mouseenter","Versions","1"
"31","1450110901283","2015-12-14 10:35:01.283","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Chats","1"
"32","1450110901534","2015-12-14 10:35:01.534","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","span.nodeTreeAdd.ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","+ Add Meeting Topics","1"
"33","1450110901552","2015-12-14 10:35:01.552","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 2: Entrance Interview Record","1"
"34","1450110901604","2015-12-14 10:35:01.604","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 3: Favorite Color","1"
"35","1450110902003","2015-12-14 10:35:02.3","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Deliverable 3: Favorite Color","1"
"36","1450110902747","2015-12-14 10:35:02.747","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","span.nodeTreeAdd.ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","+ Add Chats","1"
"37","1450110902816","2015-12-14 10:35:02.816","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","span.nodeTreeAdd.ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","+ Add Resources","1"
"38","1450110903010","2015-12-14 10:35:03.10","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Assessment","1"
"39","1450110903163","2015-12-14 10:35:03.163","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Notebook Sections","1"
"40","1450110903372","2015-12-14 10:35:03.372","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable Details","1"
"41","1450110903441","2015-12-14 10:35:03.441","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable 3: Favorite Color","1"
"42","1450110904145","2015-12-14 10:35:04.145","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Enter text","1"
"43","1450110904230","2015-12-14 10:35:04.230","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","div.egr-editable-interface-body","5592e34ce4b0e90ca4787b54","mouseenter","Entrance Interview and Workflow Tutorial","1"
"44","1450110904247","2015-12-14 10:35:04.247","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","div.sidebarLink.sidebarIcon","5592e34ce4b0e90ca4787b54","mouseenter","Feedback","1"
"45","1450110904436","2015-12-14 10:35:04.436","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","div.sidebarLink.sidebarIcon","5592e34ce4b0e90ca4787b54","mouseenter","Rooms","1"
"46","1450110904699","2015-12-14 10:35:04.699","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","div.sidebarLink.sidebarIcon","5592e34ce4b0e90ca4787b54","click","Rooms","1"
"47","1450110915596","2015-12-14 10:35:15.596","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","room dropdown","5592e34ce4b0e90ca4787b54","mouseenter","Pre-Internship LearningEntrance Interview and Workflow TutorialCustomer Input MapCustomer Input Map DiscussionRFPPreference SurveyPreference Survey ReflectionRevised Preference SurveyRevised Preference Survey ReflectionCombined Preference SurveyFinal Plan DiscussionFinal ProposalExit Interview","1"
"48","1450110916004","2015-12-14 10:35:16.4","566eef46e4b029021f116d7d","566eef46e4b029021f116d7e","DeliverableDetails","-","1","room dropdown","5592e34ce4b0e90ca4787b54","click","Pre-Internship LearningEntrance Interview and Workflow TutorialCustomer Input MapCustomer Input Map DiscussionRFPPreference SurveyPreference Survey ReflectionRevised Preference SurveyRevised Preference Survey ReflectionCombined Preference SurveyFinal Plan DiscussionFinal ProposalExit Interview","1"
"49","1450110924313","2015-12-14 10:35:24.313","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","DeliverableDetails","-","1","DeliverableDetails-TaskBackground","5592e34ce4b0e90ca4787b54","mouseenter","Enter text","1"
"50","1450110924640","2015-12-14 10:35:24.640","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Deliverable Details","1"
"51","1450110925346","2015-12-14 10:35:25.346","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Notebook Sections","1"
"52","1450110925592","2015-12-14 10:35:25.592","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","DeliverableDetails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Notebook Sections","1"
"53","1450110926028","2015-12-14 10:35:26.28","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","NotebookSections","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Assessment","1"
"54","1450110926229","2015-12-14 10:35:26.229","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","NotebookSections","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Assessment","1"
"55","1450110927558","2015-12-14 10:35:27.558","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Resources","1"
"56","1450110928728","2015-12-14 10:35:28.728","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Invite Email","1"
"57","1450110929355","2015-12-14 10:35:29.355","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","Assessment","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Invite Email","1"
"58","1450110930181","2015-12-14 10:35:30.181","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-InviteEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Unprofessional Email","1"
"59","1450110931361","2015-12-14 10:35:31.361","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-InviteEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Absent Email","1"
"60","1450110931362","2015-12-14 10:35:31.362","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-InviteEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Absent Email","1"
"61","1450110932162","2015-12-14 10:35:32.162","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-AbsentEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Feedback Emails","1"
"62","1450110933326","2015-12-14 10:35:33.326","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-AbsentEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Feedback Emails","1"
"63","1450110933417","2015-12-14 10:35:33.417","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-AbsentEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Missed Deadline Emails","1"
"64","1450110933418","2015-12-14 10:35:33.418","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-AbsentEmail","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","click","Missed Deadline Emails","1"
"65","1450110934134","2015-12-14 10:35:34.134","566eef46e4b029021f116d7d","566eef47e4b029021f116db4","EmailTexts-MissedDeadlineEmails","-","1","a.egr-anchor.egr-anchor-sans ng-binding","5592e34ce4b0e90ca4787b54","mouseenter","Unprofessional Email","1"
